"Date","Price","Open","High","Low","Vol.","Change"
"Jul 17, 2015","1,093.74","1,093.52","1,093.77","1,089.45","-","0.21%"
"Jul 16, 2015","1,091.44","1,087.85","1,091.44","1,085.50","-","0.89%"
"Jul 15, 2015","1,081.76","1,082.53","1,083.63","1,077.08","-","0.38%"
"Jul 14, 2015","1,077.66","1,076.76","1,081.65","1,073.57","-","1.55%"
"Jul 13, 2015","1,061.23","1,054.10","1,063.19","1,052.13","-","1.82%"
"Jul 10, 2015","1,042.21","1,040.92","1,055.37","1,037.39","-","0.36%"
"Jul 09, 2015","1,038.50","1,019.33","1,038.73","1,003.41","-","0.06%"
"Jul 08, 2015","1,037.83","1,069.38","1,069.86","1,037.83","-","-3.39%"
"Jul 07, 2015","1,074.27","1,076.55","1,080.86","1,073.77","-","0.86%"
"Jul 06, 2015","1,065.08","1,069.16","1,073.38","1,060.56","-","-1.95%"
"Jul 03, 2015","1,086.29","1,082.56","1,088.30","1,080.89","-","0.41%"
"Jul 02, 2015","1,081.90","1,086.02","1,088.13","1,080.53","-","0.68%"
"Jul 01, 2015","1,074.60","1,076.60","1,076.69","1,069.98","-","0.08%"
"Jun 30, 2015","1,073.75","1,072.50","1,076.58","1,067.28","-","0.21%"
"Jun 29, 2015","1,071.46","1,077.70","1,080.99","1,067.56","-","-2.54%"
"Jun 26, 2015","1,099.42","1,098.28","1,103.56","1,091.62","-","-0.26%"
"Jun 25, 2015","1,102.26","1,101.76","1,106.98","1,100.91","-","-0.48%"
"Jun 24, 2015","1,107.54","1,110.15","1,113.31","1,107.54","-","0.23%"
"Jun 23, 2015","1,104.95","1,092.57","1,105.23","1,091.47","-","1.87%"
"Jun 22, 2015","1,084.63","1,071.64","1,085.37","1,071.64","-","1.25%"
"Jun 19, 2015","1,071.20","1,071.98","1,074.72","1,067.06","-","0.78%"
"Jun 18, 2015","1,062.96","1,074.62","1,075.49","1,062.96","-","-1.23%"
"Jun 17, 2015","1,076.21","1,085.39","1,086.64","1,073.58","-","-0.54%"
"Jun 16, 2015","1,082.04","1,086.63","1,088.21","1,079.80","-","-0.81%"
"Jun 15, 2015","1,090.84","1,079.38","1,091.89","1,079.38","-","0.11%"
"Jun 12, 2015","1,089.60","1,088.77","1,089.89","1,085.21","-","0.18%"
"Jun 11, 2015","1,087.68","1,082.98","1,091.03","1,082.45","-","1.19%"
"Jun 10, 2015","1,074.86","1,078.48","1,088.86","1,074.41","-","-0.35%"
"Jun 09, 2015","1,078.62","1,087.80","1,090.99","1,078.46","-","-1.68%"
"Jun 08, 2015","1,097.03","1,104.82","1,105.53","1,093.89","-","-0.35%"
"Jun 05, 2015","1,100.87","1,100.35","1,102.06","1,095.36","-","-0.60%"
"Jun 04, 2015","1,107.49","1,107.63","1,109.59","1,104.30","-","0.21%"
"Jun 03, 2015","1,105.16","1,103.22","1,107.99","1,099.36","-","-0.16%"
"Jun 02, 2015","1,106.97","1,114.76","1,114.80","1,104.18","-","-0.47%"
"Jun 01, 2015","1,112.21","1,100.32","1,113.47","1,100.32","-","0.21%"
"May 29, 2015","1,109.85","1,110.25","1,115.11","1,107.17","-","-0.04%"
"May 28, 2015","1,110.31","1,106.93","1,115.85","1,105.73","-","0.90%"
"May 27, 2015","1,100.46","1,095.66","1,103.87","1,094.28","-","0.17%"
"May 26, 2015","1,098.58","1,098.69","1,100.88","1,096.12","-","0.05%"
"May 25, 2015","1,098.08","1,094.27","1,099.20","1,092.02","-","0.83%"
"May 22, 2015","1,089.09","1,089.32","1,089.50","1,082.54","-","-0.02%"
"May 21, 2015","1,089.28","1,088.23","1,096.25","1,087.04","-","0.37%"
"May 20, 2015","1,085.26","1,087.62","1,091.26","1,085.03","-","0.53%"
"May 19, 2015","1,079.57","1,079.80","1,082.91","1,077.71","-","0.18%"
"May 18, 2015","1,077.67","1,066.34","1,077.67","1,065.74","-","1.41%"
"May 15, 2015","1,062.68","1,058.69","1,062.91","1,054.47","-","1.02%"
"May 14, 2015","1,051.95","1,055.72","1,059.47","1,050.84","-","-0.83%"
"May 13, 2015","1,060.72","1,054.52","1,061.97","1,049.85","-","0.02%"
"May 12, 2015","1,060.50","1,060.49","1,060.98","1,049.55","-","0.19%"
"May 11, 2015","1,058.50","1,067.63","1,071.70","1,057.68","-","0.52%"
"May 08, 2015","1,053.03","1,045.44","1,056.70","1,042.38","-","1.02%"
"May 07, 2015","1,042.41","1,042.75","1,048.39","1,039.49","-","-0.80%"
"May 01, 2015","1,050.80","1,051.65","1,052.89","1,042.09","-","-0.30%"
"Apr 30, 2015","1,053.93","1,069.47","1,069.72","1,050.91","-","-2.45%"
"Apr 28, 2015","1,080.35","1,077.09","1,082.54","1,076.89","-","0.68%"
"Apr 27, 2015","1,073.08","1,076.04","1,076.42","1,068.07","-","-0.06%"
"Apr 24, 2015","1,073.73","1,077.61","1,079.04","1,071.88","-","-0.46%"
"Apr 23, 2015","1,078.65","1,082.61","1,084.87","1,072.05","-","0.36%"
"Apr 22, 2015","1,074.74","1,067.85","1,078.63","1,067.45","-","0.90%"
"Apr 21, 2015","1,065.17","1,051.97","1,065.17","1,050.05","-","1.79%"
"Apr 20, 2015","1,046.39","1,039.94","1,051.96","1,036.41","-","-0.28%"
"Apr 17, 2015","1,049.38","1,050.49","1,055.63","1,047.74","-","-0.33%"
"Apr 16, 2015","1,052.81","1,045.72","1,052.81","1,041.81","-","0.71%"
"Apr 15, 2015","1,045.34","1,040.17","1,047.05","1,040.17","-","0.14%"
"Apr 14, 2015","1,043.92","1,039.98","1,044.00","1,039.33","-","0.18%"
"Apr 13, 2015","1,042.03","1,045.32","1,045.95","1,036.87","-","-0.21%"
"Apr 10, 2015","1,044.19","1,048.81","1,049.78","1,041.18","-","-0.31%"
"Apr 09, 2015","1,047.44","1,046.87","1,048.42","1,043.02","-","0.39%"
"Apr 08, 2015","1,043.35","1,044.03","1,046.85","1,039.68","-","0.42%"
"Apr 07, 2015","1,039.01","1,034.53","1,042.36","1,033.91","-","1.34%"
"Apr 06, 2015","1,025.27","1,019.98","1,026.06","1,017.16","-","-0.32%"
"Apr 03, 2015","1,028.60","1,020.99","1,028.60","1,020.81","-","0.62%"
"Apr 02, 2015","1,022.25","1,010.95","1,029.87","1,010.07","-","1.73%"
"Apr 01, 2015","1,004.82","1,005.96","1,013.27","998.22","-","-0.78%"
"Mar 31, 2015","1,012.77","1,036.89","1,039.03","1,012.77","-","-1.21%"
"Mar 30, 2015","1,025.14","1,023.52","1,027.96","1,015.65","-","0.10%"
"Mar 27, 2015","1,024.14","1,025.97","1,038.30","1,014.77","-","-0.93%"
"Mar 26, 2015","1,033.79","1,040.17","1,041.50","1,028.76","-","-1.36%"
"Mar 25, 2015","1,048.06","1,045.93","1,048.91","1,037.24","-","0.28%"
"Mar 24, 2015","1,045.09","1,046.12","1,047.77","1,040.27","-","-0.35%"
"Mar 23, 2015","1,048.74","1,042.83","1,050.99","1,040.77","-","0.91%"
"Mar 20, 2015","1,039.32","1,036.07","1,039.48","1,031.02","-","0.26%"
"Mar 19, 2015","1,036.60","1,040.93","1,043.84","1,029.28","-","-0.38%"
"Mar 18, 2015","1,040.59","1,032.39","1,041.49","1,031.48","-","0.76%"
"Mar 17, 2015","1,032.69","1,031.40","1,036.25","1,028.35","-","0.94%"
"Mar 16, 2015","1,023.08","1,025.42","1,028.79","1,021.03","-","-0.24%"
"Mar 13, 2015","1,025.49","1,019.44","1,029.46","1,017.19","-","1.07%"
"Mar 12, 2015","1,014.63","1,001.68","1,015.98","1,001.59","-","1.47%"
"Mar 11, 2015","999.94","995.14","1,004.28","993.71","-","-0.03%"
"Mar 10, 2015","1,000.20","1,010.94","1,012.22","995.20","-","-0.63%"
"Mar 09, 2015","1,006.50","1,009.02","1,009.08","1,001.03","-","-0.65%"
"Mar 06, 2015","1,013.06","1,002.20","1,013.06","1,001.86","-","1.28%"
"Mar 05, 2015","1,000.29","993.67","1,000.43","993.67","-","0.49%"
"Mar 04, 2015","995.40","997.35","997.47","986.43","-","-0.72%"
"Mar 03, 2015","1,002.59","1,006.48","1,006.48","996.51","-","0.07%"
"Mar 02, 2015","1,001.84","1,004.67","1,007.79","1,000.59","-","0.07%"
"Feb 27, 2015","1,001.17","1,004.81","1,005.13","997.02","-","0.01%"
"Feb 26, 2015","1,001.04","989.28","1,001.04","989.28","-","1.05%"
